original_address,used_variant,lat,lon,result
"200 Windsor St, Cambridge, MA","200 Windsor St, Cambridge, MA",42.36354558618731,-71.09665308044607,Nominatim match
"0 Foster Pl, Cambridge, MA","0 Foster Pl, Cambridge, MA",42.376192607027065,-71.12941511669067,Nominatim match
"Pine St & Washington St, Cambridge, MA","Pine St & Washington St, Cambridge, MA",42.3652089,-71.0979075,PostGIS: Intersection pine st & washington st
"Franklin St & Sidney St, Cambridge, MA","Franklin St & Sidney St, Cambridge, MA",42.3618769,-71.1007587,PostGIS: Intersection franklin st & sidney st
"Erie St & Sidney St, Cambridge, MA","Erie St & Sidney St, Cambridge, MA",42.3583844,-71.1048759,PostGIS: Intersection erie st & sidney st
"0 Farwell Pl, Cambridge, MA","0 Farwell Pl, Cambridge, MA",42.37474648309383,-71.12130490288693,Nominatim match
"100 Raymond St, Cambridge, MA","100 Raymond St, Cambridge, MA",42.38794791841026,-71.12786597617364,Nominatim match
"0 Gibson St, Cambridge, MA","0 Gibson St, Cambridge, MA",42.375559461619844,-71.13250803340003,Nominatim match
"100 Eighth St, Cambridge, MA","100 Eighth St, Cambridge, MA",42.37080002499136,-71.08636928820535,Nominatim match
"0 Eighth St, Cambridge, MA","0 Eighth St, Cambridge, MA",42.37080002499136,-71.08636928820535,Nominatim match
"100 Fulkerson St, Cambridge, MA","100 Fulkerson St, Cambridge, MA",42.370230686508805,-71.08731372049117,Nominatim match
"0 Saville St, Cambridge, MA","0 Saville St, Cambridge, MA",42.3833686617277,-71.13483098854135,Nominatim match
"0 Sixth St, Cambridge, MA","0 Sixth St, Cambridge, MA",42.37031684887786,-71.0850995528767,Nominatim match
"Charles St & Sixth St, Cambridge, MA","Charles St & Sixth St, Cambridge, MA",42.3682496,-71.0855848,PostGIS: Intersection charles st & sixth st
"Otis St & Seventh St, Cambridge, MA","Otis St & Seventh St, Cambridge, MA",42.3710541,-71.0856908,PostGIS: Intersection otis st & seventh st
"300 Mount Pleasant St, Cambridge, MA","300 Mount Pleasant St, Cambridge, MA",42.387716302472036,-71.12505428616943,Nominatim match
"300 Green St, Cambridge, MA","300 Green St, Cambridge, MA",42.367867406758236,-71.10961329486813,Nominatim match
"1000 Jackson Pl, Cambridge, MA","1000 Jackson Pl, Cambridge, MA",42.392021299999996,-71.13477692977997,Nominatim match
"Mount Auburn St & Nutting Rd, Cambridge, MA","Mount Auburn Street & Nutting Road, Cambridge, MA",42.3735818,-71.1235291,PostGIS: Intersection mount auburn street & nutting road
"Brattle St & Hawthorne St, Cambridge, MA","Brattle St & Hawthorne St, Cambridge, MA",42.3755538,-71.1234069,PostGIS: False intersection brattle st & hawthorne st
"Magazine St & Green St, Cambridge, MA","Magazine St & Green St, Cambridge, MA",42.3650135,-71.1045824,PostGIS: Intersection magazine st & green st
"100 Clay St, Cambridge, MA","100 Clay St, Cambridge, MA",42.3963321,-71.13469515047763,Nominatim match
"Thorndike St & Thorndike St, Cambridge, MA","Thorndike St & Thorndike St, Cambridge, MA",42.370064,-71.0834649,PostGIS: Intersection thorndike st & thorndike st
"Garden St & Garden St, Cambridge, MA","Garden St & Garden St, Cambridge, MA",42.3780753,-71.1235046,PostGIS: Intersection garden st & garden st
"Green St & Magazine St, Cambridge, MA","Green St & Magazine St, Cambridge, MA",42.3650135,-71.1045824,PostGIS: Intersection green st & magazine st
"Concord Ave & Moulton St, Cambridge, MA","Concord Ave & Moulton St, Cambridge, MA",42.3896143,-71.1481212,PostGIS: Intersection concord ave & moulton st
"Binney St & Fifth St, Cambridge, MA","Binney St & Fifth St, Cambridge, MA",42.3660057,-71.0844203,PostGIS: Intersection binney st & fifth st
"Concord Ave & Upland Rd, Cambridge, MA","Concord Avenue & Upland Road, Cambridge, MA",42.38163815070178,-71.12971251650745,PostGIS: False intersection concord avenue & upland road
"Norfolk St & Massachusetts Ave, Cambridge, MA","Norfolk St & Massachusetts Ave, Cambridge, MA",42.3644345,-71.1020703,PostGIS: Intersection norfolk st & massachusetts ave
"0 Hardwick St, Cambridge, MA","0 Hardwick St, Cambridge, MA",42.36984656371755,-71.09044759580725,Nominatim match
"100 Walker St, Cambridge, MA","100 Walker St, Cambridge, MA",42.381786399999996,-71.12384881226926,Nominatim match
"Brattle St & Sparks St, Cambridge, MA","Brattle St & Sparks St, Cambridge, MA",42.377842,-71.1301651,PostGIS: Intersection brattle st & sparks st
"Cambridge St & Warren St, Cambridge, MA","Cambridge St & Warren St, Cambridge, MA",42.350165,-71.147079,PostGIS: Intersection cambridge st & warren st
"Terminal Rd & Cambridgepark Dr, Cambridge, MA","Terminal Road & Cambridgepark Drive, Cambridge, MA",42.3919253,-71.1412987,PostGIS: False intersection terminal road & cambridgepark drive
"School St & Windsor St, Cambridge, MA","School St & Windsor St, Cambridge, MA",42.3638831,-71.0965909,PostGIS: Intersection school st & windsor st
"0 Otis St, Cambridge, MA","0 Otis St, Cambridge, MA",42.37064061917369,-71.08248139932547,Nominatim match
"0 St Mary Rd, Cambridge, MA","0 St Mary Rd, Cambridge, MA",42.37103413296807,-71.10103143236414,Nominatim match
"Ellsworth Ave & Broadway, Cambridge, MA","Ellsworth Ave & Broadway, Cambridge, MA",42.3720805,-71.1079931,PostGIS: Intersection ellsworth ave & broadway
"0 Osborn St, Cambridge, MA","0 Osborn St, Cambridge, MA",42.36173121045195,-71.0954403380751,Nominatim match
"First St & Hurley St, Cambridge, MA","First St & Hurley St, Cambridge, MA",42.3679188,-71.0775599,PostGIS: Intersection first st & hurley st
"Prescott St & Broadway, Cambridge, MA","Prescott St & Broadway, Cambridge, MA",42.3743717,-71.1136153,PostGIS: Intersection prescott st & broadway
"100 Follen St, Cambridge, MA","100 Follen St, Cambridge, MA",42.37870690257746,-71.12172941535397,Nominatim match
"Granite St & Pearl St, Cambridge, MA","Granite St & Pearl St, Cambridge, MA",42.3559879,-71.1120124,PostGIS: Intersection granite st & pearl st
"Pearl St & Speridakis Ter, Cambridge, MA","Pearl St & Speridakis Ter, Cambridge, MA",42.3604928,-71.1072063,PostGIS: Intersection pearl st & speridakis ter
"0 Berkshire St, Cambridge, MA","0 Berkshire St, Cambridge, MA",42.36942246765444,-71.09138913536165,Nominatim match
"Magazine St & Putnam Ave, Cambridge, MA","Magazine St & Putnam Ave, Cambridge, MA",42.3591113,-71.1110773,PostGIS: Intersection magazine st & putnam ave
"0 Martin St, Cambridge, MA","0 Martin St, Cambridge, MA",42.38295078925935,-71.12117520598122,Nominatim match
"Corporal Mcternan St & Pearl St, Cambridge, MA","Corporal Mcternan St & Pearl St, Cambridge, MA",42.360584,-71.10711,PostGIS: Intersection corporal mcternan st & pearl st
"Fairmont St & Magazine St, Cambridge, MA","Fairmont St & Magazine St, Cambridge, MA",42.3607572,-71.1092627,PostGIS: Intersection fairmont st & magazine st
"0 Orchard St, Cambridge, MA","0 Orchard St, Cambridge, MA",42.39144041606306,-71.12050067332422,Nominatim match
"0 Walker Ct, Cambridge, MA","0 Walker Ct, Cambridge, MA",42.367523855136476,-71.11401049079547,Nominatim match
"Brookline St & Erie St, Cambridge, MA","Brookline St & Erie St, Cambridge, MA",42.3591526,-71.1061557,PostGIS: Intersection brookline st & erie st
"Massachusetts Ave & State St, Cambridge, MA","Massachusetts Ave & State St, Cambridge, MA",42.3625774,-71.0989412,PostGIS: Intersection massachusetts ave & state st
"Massachusetts Ave & Mellen St, Cambridge, MA","Massachusetts Ave & Mellen St, Cambridge, MA",42.3808358,-71.1198891,PostGIS: Intersection massachusetts ave & mellen st
"Banks St & Flagg St, Cambridge, MA","Banks St & Flagg St, Cambridge, MA",42.3677535,-71.1147167,PostGIS: Intersection banks st & flagg st
"Brattle St & Willard St, Cambridge, MA","Brattle St & Willard St, Cambridge, MA",42.376773,-71.127604,PostGIS: Intersection brattle st & willard st
"Blackstone St & Western Ave, Cambridge, MA","Blackstone St & Western Ave, Cambridge, MA",42.3644029,-71.1148097,PostGIS: Intersection blackstone st & western ave
"Mount Auburn St & Story St, Cambridge, MA","Mount Auburn St & Story St, Cambridge, MA",42.3735009,-71.1232981,PostGIS: Intersection mount auburn st & story st
"100 Avon Hill St, Cambridge, MA","100 Avon Hill St, Cambridge, MA",42.38513243994142,-71.1246153170332,Nominatim match
"Jefferson St & Jefferson Park, Cambridge, MA","Jefferson St & Jefferson Park, Cambridge, MA",42.39214204645818,-71.13536856511342,PostGIS: Buffer intersection jefferson park & jefferson st
"Kinnaird St & River St, Cambridge, MA","Kinnaird St & River St, Cambridge, MA",42.3638633,-71.1088434,PostGIS: Intersection kinnaird st & river st
"200 Tremont St, Cambridge, MA","200 Tremont St, Cambridge, MA",42.37102515541498,-71.09844184146796,Nominatim match
"Fifth St & Spring St, Cambridge, MA","Fifth St & Spring St, Cambridge, MA",42.3693968,-71.0836219,PostGIS: Intersection fifth st & spring st
"Fulkerson St & Bent St, Cambridge, MA","Fulkerson St & Bent St, Cambridge, MA",42.3678314,-71.0878931,PostGIS: Intersection fulkerson st & bent st
"Bond St & Bond St, Cambridge, MA","Bond St & Bond St, Cambridge, MA",42.3625555,-71.1596077,PostGIS: Intersection bond st & bond st
"100 Huron Ave, Cambridge, MA","100 Huron Ave, Cambridge, MA",42.37885298715958,-71.14653350608538,Nominatim match
"Harvard Yard & Harvard Yard, Cambridge, MA","Harvard Yard & Harvard Yard, Cambridge, MA",42.374224551250556,-71.11666480872597,PostGIS: Avg centroid of polygons harvard yard & harvard yard
"Massachusetts Ave & Essex St, Cambridge, MA","Massachusetts Ave & Essex St, Cambridge, MA",42.3650916,-71.1031702,PostGIS: Intersection massachusetts ave & essex st
"200 Charles St, Cambridge, MA","200 Charles St, Cambridge, MA",42.36795645,-71.08431145,Nominatim match
"200 Binney St, Cambridge, MA","200 Binney St, Cambridge, MA",42.36550636940422,-71.08061428441343,Nominatim match
"Lincoln St & Windsor St, Cambridge, MA","Lincoln St & Windsor St, Cambridge, MA",42.3709604,-71.0939563,PostGIS: Intersection lincoln st & windsor st
"500 Magazine St, Cambridge, MA","500 Magazine St, Cambridge, MA",42.3565748273326,-71.11389094844655,Nominatim match
"100 Rogers St, Cambridge, MA","100 Rogers St, Cambridge, MA",42.36636139274942,-71.0818261380678,Nominatim match
"0 Tierney St, Cambridge, MA","0 Tierney St, Cambridge, MA",42.38364419686818,-71.1301488705658,Nominatim match
"100 Holworthy St, Cambridge, MA","100 Holworthy St, Cambridge, MA",42.376694993011604,-71.15040132022587,Nominatim match
"Porter Rd & Massachusetts Ave, Cambridge, MA","Porter Road & Massachusetts Avenue, Cambridge, MA",42.389205,-71.1199121,PostGIS: Intersection porter road & massachusetts avenue
"Harvard Sq & Massachusetts Ave, Cambridge, MA","Harvard Sq & Massachusetts Ave, Cambridge, MA",42.3725547,-71.1160318,PostGIS: Intersection harvard sq & massachusetts ave
"Fairmont St & Pleasant St, Cambridge, MA","Fairmont St & Pleasant St, Cambridge, MA",42.3617379,-71.1109105,PostGIS: Intersection fairmont st & pleasant st
"Rindge Ave & Rindge Ave, Cambridge, MA","Rindge Ave & Rindge Ave, Cambridge, MA",42.393861,-71.138131,PostGIS: Intersection rindge ave & rindge ave
"100 Dunster St, Cambridge, MA","100 Dunster St, Cambridge, MA",42.370848225244515,-71.12018273376687,Nominatim match
"River St & William St, Cambridge, MA","River St & William St, Cambridge, MA",42.3643221,-71.1074708,PostGIS: Intersection river st & william st
"Cottage St & Magazine St, Cambridge, MA","Cottage St & Magazine St, Cambridge, MA",42.3630743,-71.1067124,PostGIS: Intersection cottage st & magazine st
"0 Salem St, Cambridge, MA","0 Salem St, Cambridge, MA",42.36261297010569,-71.10428963198846,Nominatim match
"Prospect St & Broadway, Cambridge, MA","Prospect St & Broadway, Cambridge, MA",42.3693231,-71.1010237,PostGIS: Intersection prospect st & broadway
"Ashburton Pl & Essex St, Cambridge, MA","Ashburton Pl & Essex St, Cambridge, MA",42.366403,-71.101898,PostGIS: Intersection ashburton pl & essex st
"Massachusetts Ave & Inman St, Cambridge, MA","Massachusetts Ave & Inman St, Cambridge, MA",42.3666011,-71.1056907,PostGIS: Intersection massachusetts ave & inman st
"0 Cresto Ter, Cambridge, MA","0 Cresto Ter, Cambridge, MA",42.372149144416916,-71.08217532665121,Nominatim match
"100 Sacramento St, Cambridge, MA","100 Sacramento St, Cambridge, MA",42.38254809377582,-71.11470060019559,Nominatim match
"Chauncy St & Massachusetts Ave, Cambridge, MA","Chauncy St & Massachusetts Ave, Cambridge, MA",42.3799929,-71.1199864,PostGIS: Intersection chauncy st & massachusetts ave
"0 Crescent St, Cambridge, MA","0 Crescent St, Cambridge, MA",42.38300238386221,-71.1149198442298,Nominatim match
"Main St & Osborn St, Cambridge, MA","Main St & Osborn St, Cambridge, MA",42.3630994,-71.0952707,PostGIS: Intersection main st & osborn st
"0 Sciarappa St, Cambridge, MA","0 Sciarappa St, Cambridge, MA",42.37192311264999,-71.08134015753026,Nominatim match
"0 Clinton St, Cambridge, MA","0 Clinton St, Cambridge, MA",42.368431756757886,-71.10601049184615,Nominatim match
"Field St & Fern St, Cambridge, MA","Field St & Fern St, Cambridge, MA",42.3871544,-71.1378966,PostGIS: Intersection field st & fern st
"Walden Square Rd & Richdale Ave, Cambridge, MA","Walden Square Road & Richdale Avenue, Cambridge, MA",42.3893739,-71.1286952,PostGIS: False intersection walden square road & richdale avenue
"0 Seagrave Rd, Cambridge, MA","0 Seagrave Rd, Cambridge, MA",42.39956033567945,-71.1392822858494,Nominatim match
"0 Cottage St, Cambridge, MA","0 Cottage St, Cambridge, MA",42.363132975970856,-71.10681051417676,Nominatim match
"Brattle St & Massachusetts Ave, Cambridge, MA","Brattle St & Massachusetts Ave, Cambridge, MA",42.3734641,-71.119359,PostGIS: Intersection brattle st & massachusetts ave
"Sciarappa St & Winter St, Cambridge, MA","Sciarappa St & Winter St, Cambridge, MA",42.3726593,-71.0810896,PostGIS: Intersection sciarappa st & winter st
"0 Amory St, Cambridge, MA","0 Amory St, Cambridge, MA",42.37127402817395,-71.10087814599154,Nominatim match
"Main St & Cherry St, Cambridge, MA","Main St & Cherry St, Cambridge, MA",42.3632673,-71.0975105,PostGIS: Intersection main st & cherry st
"Front St & Massachusetts Ave, Cambridge, MA","Front St & Massachusetts Ave, Cambridge, MA",42.3617979,-71.0976307,PostGIS: Intersection front st & massachusetts ave
"100 Granite St, Cambridge, MA","100 Granite St, Cambridge, MA",42.35642808177352,-71.11278531037767,Nominatim match
"Pleasant St & Chalk St, Cambridge, MA","Pleasant St & Chalk St, Cambridge, MA",42.362231,-71.1103161,PostGIS: Intersection pleasant st & chalk st
"State St & Massachusetts Ave, Cambridge, MA","State St & Massachusetts Ave, Cambridge, MA",42.3625774,-71.0989412,PostGIS: Intersection state st & massachusetts ave
"Huron Ave & Larch Rd, Cambridge, MA","Huron Avenue & Larch Road, Cambridge, MA",42.3802599,-71.1435248,PostGIS: Intersection huron avenue & larch road
"200 Sidney St, Cambridge, MA","200 Sidney St, Cambridge, MA",42.3577116,-71.10503154906203,Nominatim match
"200 Brattle St, Cambridge, MA","200 Brattle St, Cambridge, MA",42.37592825,-71.13887174819456,Nominatim match
"100 Gerrys Landing Rd, Cambridge, MA","100 Gerry's Landing Road, Cambridge, MA",42.37430673666868,-71.13641475963644,Nominatim match
"0 Brookline Pl, Cambridge, MA","0 Brookline Pl, Cambridge, MA",42.361655737856275,-71.10254268888332,Nominatim match
"100 Whittemore Ave, Cambridge, MA","100 Whittemore Ave, Cambridge, MA",42.3987262330192,-71.1385663895455,Nominatim match
"Walden Square Rd & Lincoln Way, Cambridge, MA","Walden Square Road & Lincoln Way, Cambridge, MA",42.3893739,-71.1286952,PostGIS: False intersection walden square road & lincoln way
"Prospect St & Carlisle St, Cambridge, MA","Prospect St & Carlisle St, Cambridge, MA",42.3725991,-71.0987061,PostGIS: Intersection prospect st & carlisle st
"0 Palermo St, Cambridge, MA","0 Palermo St, Cambridge, MA",42.371884941054006,-71.09293522652776,Nominatim match
"0 Washburn Ave, Cambridge, MA","0 Washburn Ave, Cambridge, MA",42.399553269923395,-71.13115081765221,Nominatim match
"400 Brookline St, Cambridge, MA","400 Brookline St, Cambridge, MA",42.35476636059989,-71.11050559714798,Nominatim match
"Palermo St & Windsor St, Cambridge, MA","Palermo St & Windsor St, Cambridge, MA",42.3720757,-71.0935351,PostGIS: Intersection palermo st & windsor st
"0 Whitney Ave, Cambridge, MA","0 Whitney Ave, Cambridge, MA",42.35946796118747,-71.11264761055588,Nominatim match
"Linnaean St & Walker St, Cambridge, MA","Linnaean St & Walker St, Cambridge, MA",42.383007,-71.12463,PostGIS: Intersection linnaean st & walker st
"Cameron Ave & Massachusetts Ave, Cambridge, MA","Cameron Ave & Massachusetts Ave, Cambridge, MA",42.3974571,-71.1302156,PostGIS: Intersection cameron ave & massachusetts ave
"100 Lincoln St, Cambridge, MA","100 Lincoln St, Cambridge, MA",42.370796459697154,-71.09343515672028,Nominatim match
"0 Citizens Pl, Cambridge, MA","0 Citizens Pl, Cambridge, MA",42.3716014996348,-71.09502887693446,Nominatim match
"Massachusetts Ave & Jfk St, Cambridge, MA","Massachusetts Avenue & John F. Kennedy Street, Cambridge, MA",42.3734641,-71.119359,PostGIS: Intersection massachusetts avenue & john f. kennedy street
"Magazine St & Prince St, Cambridge, MA","Magazine St & Prince St, Cambridge, MA",42.3602822,-71.1097855,PostGIS: Intersection magazine st & prince st
"Putnam Ave & Magazine St, Cambridge, MA","Putnam Ave & Magazine St, Cambridge, MA",42.3591113,-71.1110773,PostGIS: Intersection putnam ave & magazine st
"100 Kelly Rd, Cambridge, MA","100 Kelly Rd, Cambridge, MA",42.36224573673283,-71.10894590786575,Nominatim match
"0 Hudson St, Cambridge, MA","0 Hudson St, Cambridge, MA",42.3820644783838,-71.12079029684931,Nominatim match
"Berkeley St & Berkeley St, Cambridge, MA","Berkeley St & Berkeley St, Cambridge, MA",42.3772252,-71.1239626,PostGIS: Intersection berkeley st & berkeley st
"Hampshire St & Portland St, Cambridge, MA","Hampshire St & Portland St, Cambridge, MA",42.3662965,-71.0917831,PostGIS: Intersection hampshire st & portland st
"Prospect St & Bishop Allen Dr, Cambridge, MA","Prospect St & Bishop Allen Dr, Cambridge, MA",42.3663473,-71.1031493,PostGIS: Intersection prospect st & bishop allen dr
"Alewife Brook Pkwy & Matignon Rd, Cambridge, MA","Alewife Brook Parkway & Matignon Road, Cambridge, MA",42.40262,-71.1344511,PostGIS: Intersection alewife brook parkway & matignon road
"100 Vassal Ln, Cambridge, MA","100 Vassal Ln, Cambridge, MA",42.38339594632558,-71.13750946215465,Nominatim match
"0 Hammond St, Cambridge, MA","0 Hammond St, Cambridge, MA",42.38085788023662,-71.11431770490361,Nominatim match
"Putnam Ave & Western Ave, Cambridge, MA","Putnam Ave & Western Ave, Cambridge, MA",42.3644833,-71.1138919,PostGIS: Intersection putnam ave & western ave
"Massachusetts Ave & Peabody St, Cambridge, MA","Massachusetts Ave & Peabody St, Cambridge, MA",42.3764104,-71.1193473,PostGIS: Intersection massachusetts ave & peabody st
"0 Moulton St, Cambridge, MA","0 Moulton St, Cambridge, MA",42.39083762329548,-71.14780797571669,Nominatim match
"Cogswell Ave & Massachusetts Ave, Cambridge, MA","Cogswell Ave & Massachusetts Ave, Cambridge, MA",42.3917309,-71.1239287,PostGIS: Intersection cogswell ave & massachusetts ave
"200 Harvey St, Cambridge, MA","200 Harvey St, Cambridge, MA",42.39724398159755,-71.1305842508968,Nominatim match
"Cadbury Rd & Wood St, Cambridge, MA","Cadbury Road & Wood Street, Cambridge, MA",42.387769,-71.129803,PostGIS: Intersection cadbury road & wood street
"Cadbury Rd & Cadbury Rd, Cambridge, MA","Cadbury Road & Cadbury Road, Cambridge, MA",42.387117,-71.131606,PostGIS: False intersection cadbury road & cadbury road
"Ellery St & Ellery St, Cambridge, MA","Ellery St & Ellery St, Cambridge, MA",42.3300039,-71.0582688,PostGIS: Intersection ellery st & ellery st
"Concord Ave & Blanchard Rd, Cambridge, MA","Concord Avenue & Blanchard Road, Cambridge, MA",42.3908813,-71.1572313,PostGIS: Intersection concord avenue & blanchard road
"Cambridge St & Marion St, Cambridge, MA","Cambridge St & Marion St, Cambridge, MA",42.3721978,-71.0889566,PostGIS: Intersection cambridge st & marion st
"Hancock St & Chatham St, Cambridge, MA","Hancock St & Chatham St, Cambridge, MA",42.370677,-71.106493,PostGIS: Intersection hancock st & chatham st
"Rufo Rd & Gore St, Cambridge, MA","Rufo Road & Gore Street, Cambridge, MA",42.3726167,-71.0852447,PostGIS: Intersection rufo road & gore street
"0 New St, Cambridge, MA","0 New St, Cambridge, MA",42.38900626647157,-71.13995508569758,Nominatim match
"Erie St & Waverly St, Cambridge, MA","Erie St & Waverly St, Cambridge, MA",42.3574298,-71.1037017,PostGIS: Intersection erie st & waverly st
"Broadway & Clark St, Cambridge, MA","Broadway & Clark St, Cambridge, MA",42.3666616,-71.0942566,PostGIS: Intersection broadway & clark st
"Massachusetts Ave & Russell St, Cambridge, MA","Massachusetts Ave & Russell St, Cambridge, MA",42.3918008,-71.1238354,PostGIS: Intersection massachusetts ave & russell st
"Maple Ave & Marie Ave, Cambridge, MA","Maple Ave & Marie Ave, Cambridge, MA",42.373418,-71.103937,PostGIS: Intersection maple ave & marie ave
"200 Clark St, Cambridge, MA","200 Clark St, Cambridge, MA",42.36738335756544,-71.09339204136181,Nominatim match
"Cambridge St & Evereteze Way, Cambridge, MA","Cambridge St & Evereteze Way, Cambridge, MA",42.3726556,-71.0925008,PostGIS: Intersection cambridge st & evereteze way
"0 Springfield St, Cambridge, MA","0 Springfield St, Cambridge, MA",42.37418141277643,-71.10040234824386,Nominatim match
"200 Rindge Ave, Cambridge, MA","200 Rindge Ave, Cambridge, MA",42.39342297245854,-71.13165823591065,Nominatim match
"100 Jackson Pl, Cambridge, MA","100 Jackson Pl, Cambridge, MA",42.39341554315419,-71.13515954946602,Nominatim match
"Market St & Columbia St, Cambridge, MA","Market St & Columbia St, Cambridge, MA",42.3688293,-71.0968291,PostGIS: Intersection market st & columbia st
"0 Trowbridge Pl, Cambridge, MA","0 Trowbridge Pl, Cambridge, MA",42.37243509976684,-71.1117784495749,Nominatim match
"0 Shaler Ln, Cambridge, MA","0 Shaler Ln, Cambridge, MA",42.375299058448874,-71.13153768803981,Nominatim match
"0 Orrin St, Cambridge, MA","0 Orrin St, Cambridge, MA",42.384167156029164,-71.13103678743505,Nominatim match
"100 Belmont St, Cambridge, MA","100 Belmont St, Cambridge, MA",42.37491642493587,-71.15184762219296,Nominatim match
"0 Bates St, Cambridge, MA","0 Bates St, Cambridge, MA",42.38422007294265,-71.12489105780024,Nominatim match
"100 Garden St, Cambridge, MA","100 Garden St, Cambridge, MA",42.38453628144058,-71.13085533134718,Nominatim match
"0 Traill St, Cambridge, MA","0 Traill St, Cambridge, MA",42.37583088303279,-71.13666723416758,Nominatim match
"Forest St & Frost St, Cambridge, MA","Forest St & Frost St, Cambridge, MA",42.3852766,-71.117555,PostGIS: Intersection forest st & frost st
"0 Sparks Pl, Cambridge, MA","0 Sparks Pl, Cambridge, MA",42.37543509362491,-71.13080034920931,Nominatim match
"Rogers St & Third St, Cambridge, MA","Rogers St & Third St, Cambridge, MA",42.3663837,-71.0819996,PostGIS: Intersection rogers st & third st
"100 Lawn St, Cambridge, MA","100 Lawn St, Cambridge, MA",42.37816059699804,-71.15462533266881,Nominatim match
"0 Reed Street Ct, Cambridge, MA","0 Reed Street Ct, Cambridge, MA",42.39531411340508,-71.13226790213533,Nominatim match
"Charles St & First St, Cambridge, MA","Charles St & First St, Cambridge, MA",42.3672378,-71.0777194,PostGIS: Intersection charles st & first st
"Cambridge St & Cambridge St, Cambridge, MA","Cambridge St & Cambridge St, Cambridge, MA",42.3760104,-71.1175439,PostGIS: Intersection cambridge st & cambridge st
"100 Gorham St, Cambridge, MA","100 Gorham St, Cambridge, MA",42.380984900157614,-71.11461886663479,Nominatim match
"Pleasant St & Pleasant St, Cambridge, MA","Pleasant St & Pleasant St, Cambridge, MA",42.3591224,-71.1139444,PostGIS: Intersection pleasant st & pleasant st
"Otis St & Otis St, Cambridge, MA","Otis St & Otis St, Cambridge, MA",42.3871252,-71.0872225,PostGIS: Intersection otis st & otis st
"Eustis St & Oxford St, Cambridge, MA","Eustis St & Oxford St, Cambridge, MA",42.383629,-71.116084,PostGIS: Intersection eustis st & oxford st
"Eliot St & Bennett St, Cambridge, MA","Eliot St & Bennett St, Cambridge, MA",42.3723216,-71.1218544,PostGIS: Intersection eliot st & bennett st
"Oxford Ave & Oxford Ave, Cambridge, MA","Oxford Ave & Oxford Ave, Cambridge, MA",42.378147,-71.155396,PostGIS: Intersection oxford ave & oxford ave
"0 Prentiss St, Cambridge, MA","0 Prentiss St, Cambridge, MA",42.384389310469714,-71.11686617479222,Nominatim match
"Hollis St & Massachusetts Ave, Cambridge, MA","Hollis St & Massachusetts Ave, Cambridge, MA",42.3946346,-71.1272068,PostGIS: Intersection hollis st & massachusetts ave
"400 River St, Cambridge, MA","400 River St, Cambridge, MA",42.361874382726015,-71.11474827653444,Nominatim match
"Roberts Rd & Kirkland St, Cambridge, MA","Roberts Road & Kirkland Street, Cambridge, MA",42.3779042,-71.1081276,PostGIS: Intersection roberts road & kirkland street
"Terminal Rd & Gracewood Pk, Cambridge, MA","Terminal Road & Gracewood Park, Cambridge, MA",42.3900988,-71.1421769,PostGIS: False intersection terminal road & gracewood park
"Broadway & Market St, Cambridge, MA","Broadway & Market St, Cambridge, MA",42.388442,-71.041916,PostGIS: Intersection broadway & market st
"Ames St & Broadway, Cambridge, MA","Ames St & Broadway, Cambridge, MA",42.3639665,-71.0874894,PostGIS: Intersection ames st & broadway
"Windsor St & Broadway, Cambridge, MA","Windsor St & Broadway, Cambridge, MA",42.367122,-71.0954273,PostGIS: Intersection windsor st & broadway
"0 Winslow St, Cambridge, MA","0 Winslow St, Cambridge, MA",42.38463971393826,-71.12968306500562,Nominatim match
"Kinnaird St & Putnam Ave, Cambridge, MA","Kinnaird St & Putnam Ave, Cambridge, MA",42.36793943946954,-71.11351762531532,PostGIS: Intersection kinnaird st & putnam ave
"Putnam Ave & River St, Cambridge, MA","Putnam Ave & River St, Cambridge, MA",42.362253597049964,-71.11358300657135,PostGIS: Intersection putnam ave & river st
"0 Lamont Ave, Cambridge, MA","0 Lamont Ave, Cambridge, MA",42.37665062078121,-71.1077400942645,Nominatim match
"0 Ellery St, Cambridge, MA","0 Ellery St, Cambridge, MA",42.372159094138915,-71.11012211596196,Nominatim match
"Sherman St & Danehy Park, Cambridge, MA","Sherman St & Danehy Park, Cambridge, MA",42.38888185798971,-71.13629438163824,PostGIS: Buffer intersection danehy park & sherman st
"0 Andrew St, Cambridge, MA","0 Andrew St, Cambridge, MA",42.361569898346396,-71.11195683532063,Nominatim match
"200 Fresh Pond Pkwy, Cambridge, MA","200 Fresh Pond Pkwy, Cambridge, MA",42.38093793150085,-71.14463402390257,Nominatim match
"Cedar St & Harvey St, Cambridge, MA","Cedar St & Harvey St, Cambridge, MA",42.3972035,-71.1308902,PostGIS: Intersection cedar st & harvey st
"Rindge Ave & Massachusetts Ave, Cambridge, MA","Rindge Ave & Massachusetts Ave, Cambridge, MA",42.3926519,-71.1249941,PostGIS: Intersection rindge ave & massachusetts ave
"Cedar St & Norris St, Cambridge, MA","Cedar St & Norris St, Cambridge, MA",42.3947582,-71.1308284,PostGIS: Intersection cedar st & norris st
"100 Prince St, Cambridge, MA","100 Prince St, Cambridge, MA",42.360773319780485,-71.11062378840737,Nominatim match
"Hurley St & Third St, Cambridge, MA","Hurley St & Third St, Cambridge, MA",42.3682968,-71.0805881,PostGIS: Intersection hurley st & third st
