original_address,used_variant,lat,lon,result
"100 Gerrys Landing, Cambridge, MA","100 Gerry's Landing, Cambridge, MA",42.37430673666868,-71.13641475963644,Nominatim match
"River St & Western Ave, Cambridge, MA","River St & Western Ave, Cambridge, MA",42.3655877,-71.1040004,PostGIS: Intersection river st & western ave
"Berkeley St & Garden St, Cambridge, MA","Berkeley St & Garden St, Cambridge, MA",42.3776526,-71.1231571,PostGIS: Intersection berkeley st & garden st
"Flagg St & Banks St, Cambridge, MA","Flagg St & Banks St, Cambridge, MA",42.3677535,-71.1147167,PostGIS: Intersection flagg st & banks st
"Martin St & Wright St, Cambridge, MA","Martin St & Wright St, Cambridge, MA",42.3827123,-71.1216475,PostGIS: Intersection martin st & wright st
"Prospect St & Harvard St, Cambridge, MA","Prospect St & Harvard St, Cambridge, MA",42.3682994,-71.1017489,PostGIS: Intersection prospect st & harvard st
"Hayward St & Main St, Cambridge, MA","Hayward St & Main St, Cambridge, MA",42.3623407,-71.0851597,PostGIS: Intersection hayward st & main st
"Chalk St & Pleasant St, Cambridge, MA","Chalk St & Pleasant St, Cambridge, MA",42.362231,-71.1103161,PostGIS: Intersection chalk st & pleasant st
"Appleton St & Huron Ave, Cambridge, MA","Appleton St & Huron Ave, Cambridge, MA",42.3815276,-71.1341063,PostGIS: Intersection appleton st & huron ave
"200 Technology Sq, Cambridge, MA","200 Technology Sq, Cambridge, MA",42.3634489,-71.09094414272451,Nominatim match
"Earhart St & Earhart St, Cambridge, MA","Earhart St & Earhart St, Cambridge, MA",42.3713572,-71.0744087,PostGIS: False intersection earhart st & earhart st
"Cherry St & Main St, Cambridge, MA","Cherry St & Main St, Cambridge, MA",42.3632673,-71.0975105,PostGIS: Intersection cherry st & main st
"Decatur St & Decatur St, Cambridge, MA","Decatur St & Decatur St, Cambridge, MA",42.413928,-71.1334416,PostGIS: Intersection decatur st & decatur st
"300 Hampshire St, Cambridge, MA","300 Hampshire St, Cambridge, MA",42.37185128541147,-71.09854738000561,Nominatim match
"Technology Sq & Technology Sq, Cambridge, MA","Technology Sq & Technology Sq, Cambridge, MA",42.3641331,-71.0914314,PostGIS: Intersection technology sq & technology sq
"100 Elm Street North, Cambridge, MA","100 Elm Street, Cambridge, MA",42.37232516377668,-71.09575504623416,Nominatim match
"0 Waterman Rd, Cambridge, MA","0 Waterman Rd, Cambridge, MA",42.3829718949654,-71.13901356321578,Nominatim match
"0 Dickinson St, Cambridge, MA","0 Dickinson St, Cambridge, MA",42.3665054387884,-71.0950173375251,Nominatim match
"Field St & Hazel St, Cambridge, MA","Field St & Hazel St, Cambridge, MA",42.3856325,-71.1348575,PostGIS: False intersection field st & hazel st
"Brookline St & Granite St, Cambridge, MA","Brookline St & Granite St, Cambridge, MA",42.3551062,-71.1103681,PostGIS: Intersection brookline st & granite st
"Education St & North Point Blvd, Cambridge, MA","education & north point, ma",42.3692532,-71.0690715,PostGIS: False intersection education & north point
"Allston St & Pearl St, Cambridge, MA","Allston St & Pearl St, Cambridge, MA",42.358999,-71.108813,PostGIS: Intersection allston st & pearl st
"Cambridge Common & Cambridge Common, Cambridge, MA","Cambridge Common & Cambridge Common, Cambridge, MA",42.376786808594616,-71.12089758182125,PostGIS: Avg centroid of polygons cambridge common & cambridge common
"Essex St & Harvard St, Cambridge, MA","Essex St & Harvard St, Cambridge, MA",42.367969,-71.10081,PostGIS: Intersection essex st & harvard st
"100 Roberts Rd, Cambridge, MA","100 Roberts Rd, Cambridge, MA",42.37586489378921,-71.10857150640906,Nominatim match
"400 Vassar St, Cambridge, MA","400 Vassar St, Cambridge, MA",42.362473526885836,-71.09022761520319,Nominatim match
"Concord Ave & Corporal Burns Rd, Cambridge, MA","Concord Avenue & Corporal Burns Road, Cambridge, MA",42.3856251,-71.1380832,PostGIS: Intersection concord avenue & corporal burns road
"North Point Blvd & Education St, Cambridge, MA","north point & education, ma",42.3209625,-71.0441033,PostGIS: False intersection north point & education
"Erie St & Erie St, Cambridge, MA","Erie St & Erie St, Cambridge, MA",42.3583844,-71.1048759,PostGIS: Intersection erie st & erie st
"0 Kimball St, Cambridge, MA","0 Kimball St, Cambridge, MA",42.39908689406405,-71.13802087088001,Nominatim match
"0 Winter St, Cambridge, MA","0 Winter St, Cambridge, MA",42.372708101737324,-71.08199460560994,Nominatim match
"Bay St & Kinnaird St, Cambridge, MA","Bay St & Kinnaird St, Cambridge, MA",42.3672332,-71.11141,PostGIS: Intersection bay st & kinnaird st
"Massachusetts Ave & Brookline St, Cambridge, MA","Massachusetts Ave & Brookline St, Cambridge, MA",42.3640176,-71.1013727,PostGIS: Intersection massachusetts ave & brookline st
"0 Rutland St, Cambridge, MA","0 Rutland St, Cambridge, MA",42.3811778272813,-71.12090912777569,Nominatim match
"Cambridge St & Irving St, Cambridge, MA","Cambridge St & Irving St, Cambridge, MA",42.3750647,-71.1110981,PostGIS: Intersection cambridge st & irving st
"0 Amherst St, Cambridge, MA","0 Amherst St, Cambridge, MA",42.360560486494364,-71.0860140162905,Nominatim match
"Columbia Ter & Clement Morgan Park, Cambridge, MA","Columbia Terrace & Clement G. Morgan Park, Cambridge, MA",42.36485896964904,-71.0986150906252,PostGIS: Buffer intersection clement g. morgan park & columbia terrace
"Highland St & Sparks St, Cambridge, MA","Highland St & Sparks St, Cambridge, MA",42.379565,-71.13129,PostGIS: Intersection highland st & sparks st
"300 Grove St, Cambridge, MA","300 grove street, ma",42.4324864,-71.14212385185058,Nominatim match
"Corcoran Park & Corcoran Park, Cambridge, MA","corcoran & corcoran, ma",42.376123,-71.153404,PostGIS: False intersection corcoran & corcoran
"Whittemore Ave & Madison Ave, Cambridge, MA","Whittemore Ave & Madison Ave, Cambridge, MA",42.3985698,-71.1360969,PostGIS: Intersection whittemore ave & madison ave
"Main St & Massachusetts Ave, Cambridge, MA","Main St & Massachusetts Ave, Cambridge, MA",42.3459397,-71.0870714,PostGIS: Intersection main st & massachusetts ave
"100 Bay State Rd, Cambridge, MA","100 Bay State Rd, Cambridge, MA",42.387317843310484,-71.13965490005415,Nominatim match
"0 Hastings Sq, Cambridge, MA","0 Hastings Sq, Cambridge, MA",42.3565043405612,-71.10960041259838,Nominatim match
"Fenno St & Sherman St, Cambridge, MA","Fenno St & Sherman St, Cambridge, MA",42.38513,-71.130263,PostGIS: Intersection fenno st & sherman st
"Leonard Ave & Line St, Cambridge, MA","Leonard Ave & Line St, Cambridge, MA",42.3763341,-71.1053723,PostGIS: Intersection leonard ave & line st
"Seventh St & Thorndike St, Cambridge, MA","Seventh St & Thorndike St, Cambridge, MA",42.3703732,-71.0858498,PostGIS: Intersection seventh st & thorndike st
"Farrar St & Scott St, Cambridge, MA","Farrar St & Scott St, Cambridge, MA",42.3782756,-71.1106158,PostGIS: Intersection farrar st & scott st
"Hurley St & Sciarappa St, Cambridge, MA","Hurley St & Sciarappa St, Cambridge, MA",42.368501,-71.082123,PostGIS: Intersection hurley st & sciarappa st
"Waterhouse St & Waterhouse St, Cambridge, MA","Waterhouse St & Waterhouse St, Cambridge, MA",42.4040423,-71.1337909,PostGIS: Intersection waterhouse st & waterhouse st
"0 Gerry St, Cambridge, MA","0 Gerry St, Cambridge, MA",42.37340128567189,-71.12468995530291,Nominatim match
"Harvard St & Inman St, Cambridge, MA","Harvard St & Inman St, Cambridge, MA",42.368974,-71.1036581,PostGIS: Intersection harvard st & inman st
"Bishop Allen Dr & Main St, Cambridge, MA","Bishop Allen Dr & Main St, Cambridge, MA",42.363331,-71.098361,PostGIS: Intersection bishop allen dr & main st
"Farwell Pl & Farwell Pl, Cambridge, MA","Farwell Pl & Farwell Pl, Cambridge, MA",42.3744122,-71.1219024,PostGIS: False intersection farwell pl & farwell pl
"Gorham St & Wendell St, Cambridge, MA","Gorham St & Wendell St, Cambridge, MA",42.3817278,-71.1150515,PostGIS: Intersection gorham st & wendell st
"0 Fallon Pl, Cambridge, MA","0 Fallon Pl, Cambridge, MA",42.36828353644248,-71.11444269997628,Nominatim match
"Brookline St & Waverly St, Cambridge, MA","Brookline St & Waverly St, Cambridge, MA",42.3551488,-71.1102138,PostGIS: Intersection brookline st & waverly st
"Follen St & Follen St, Cambridge, MA","Follen St & Follen St, Cambridge, MA",42.3778588,-71.1209696,PostGIS: False intersection follen st & follen st
"Blake St & Orchard St, Cambridge, MA","Blake St & Orchard St, Cambridge, MA",42.3918429,-71.1210031,PostGIS: Intersection blake st & orchard st
"0 Hudson Pl, Cambridge, MA","0 Hudson Pl, Cambridge, MA",42.381992350000004,-71.12142775000001,Nominatim match
"Gold Star Rd & Massachusetts Ave, Cambridge, MA","Gold Star Road & Massachusetts Avenue, Cambridge, MA",42.3983555,-71.1312885,PostGIS: Intersection gold star road & massachusetts avenue
"0 Dinsmore Ct, Cambridge, MA","0 Dinsmore Ct, Cambridge, MA",42.37502223897053,-71.1287216507802,Nominatim match
"Holyoke Pl & Mount Auburn St, Cambridge, MA","Holyoke Pl & Mount Auburn St, Cambridge, MA",42.3717301,-71.1178565,PostGIS: Intersection holyoke pl & mount auburn st
"Newton St & Putnam Ave, Cambridge, MA","Newton St & Putnam Ave, Cambridge, MA",42.3586446,-71.110244,PostGIS: Intersection newton st & putnam ave
"Sciarappa St & Thorndike St, Cambridge, MA","Sciarappa St & Thorndike St, Cambridge, MA",42.3698498,-71.0818124,PostGIS: Intersection sciarappa st & thorndike st
"700 Technology Sq, Cambridge, MA","700 Technology Sq, Cambridge, MA",42.3640405,-71.092707123157,Nominatim match
"Francis Ave & Francis Ave, Cambridge, MA","Francis Ave & Francis Ave, Cambridge, MA",42.3811897,-71.1116645,PostGIS: Intersection francis ave & francis ave
"Lopez St & Pearl St, Cambridge, MA","Lopez St & Pearl St, Cambridge, MA",42.3620012,-71.1055563,PostGIS: Intersection lopez st & pearl st
"0 Doane St, Cambridge, MA","0 Doane St, Cambridge, MA",42.37602287641854,-71.13153989396629,Nominatim match
"Douglass St & Bishop Allen Dr, Cambridge, MA","Douglass St & Bishop Allen Dr, Cambridge, MA",42.3646919,-71.1003641,PostGIS: Intersection douglass st & bishop allen dr
"0 Farrell Way, Cambridge, MA","0 Farrell Way, Cambridge, MA",42.37079240925594,-71.10257799023518,Nominatim match
"0 Bay State Rd, Cambridge, MA","0 Bay State Rd, Cambridge, MA",42.387317843310484,-71.13965490005415,Nominatim match
"Hudson St & Wright St, Cambridge, MA","Hudson St & Wright St, Cambridge, MA",42.3820055,-71.1210499,PostGIS: Intersection hudson st & wright st
"Reardon St & Fort Washington Park, Cambridge, MA","Reardon St & Fort Washington Park, Cambridge, MA",42.35656982017283,-71.10423962289913,PostGIS: Buffer intersection fort washington park & reardon st
"Seventh St & Spring St, Cambridge, MA","Seventh St & Spring St, Cambridge, MA",42.3696882,-71.0860087,PostGIS: Intersection seventh st & spring st
"Gore St & Gore Street Pl, Cambridge, MA","Gore St & Gore Street Pl, Cambridge, MA",42.372297,-71.0841,PostGIS: Intersection gore st & gore street pl
"Prince St & Prince St, Cambridge, MA","Prince St & Prince St, Cambridge, MA",42.3664255,-71.0573248,PostGIS: Intersection prince st & prince st
"Pacific St & Pacific St, Cambridge, MA","Pacific St & Pacific St, Cambridge, MA",42.3594843,-71.1009714,PostGIS: Intersection pacific st & pacific st
"Cushing St & Cushing St, Cambridge, MA","Cushing St & Cushing St, Cambridge, MA",42.4152947,-71.0994477,PostGIS: False intersection cushing st & cushing st
"0 Peters St, Cambridge, MA","0 Peters St, Cambridge, MA",42.35738259823496,-71.1069947796731,Nominatim match
"Magazine St & Franklin St, Cambridge, MA","Magazine St & Franklin St, Cambridge, MA",42.3645051,-71.1051376,PostGIS: Intersection magazine st & franklin st
"Harvard St & Harvard St, Cambridge, MA","Harvard St & Harvard St, Cambridge, MA",42.4062957,-71.1027382,PostGIS: Intersection harvard st & harvard st
"Brookline Pl & Brookline Pl, Cambridge, MA","Brookline Pl & Brookline Pl, Cambridge, MA",42.3330046,-71.1144853,PostGIS: False intersection brookline pl & brookline pl
"Vassar St & Main St, Cambridge, MA","Vassar St & Main St, Cambridge, MA",42.3627194,-71.0899422,PostGIS: Intersection vassar st & main st
"Jfk St & Harvard Sq, Cambridge, MA","John F. Kennedy Street & Harvard Square, Cambridge, MA",42.3714152,-71.1211135,PostGIS: Intersection john f. kennedy street & harvard square
"100 Auburn Ct, Cambridge, MA","100 Auburn Ct, Cambridge, MA",42.361823799999996,-71.10291386160819,Nominatim match
"Third St & Winter St, Cambridge, MA","Third St & Winter St, Cambridge, MA",42.3723689,-71.0796517,PostGIS: False intersection third st & winter st
"0 Brown St, Cambridge, MA","0 Brown St, Cambridge, MA",42.37649655018377,-71.12868484830182,Nominatim match
"Kirkland St & Trowbridge St, Cambridge, MA","Kirkland St & Trowbridge St, Cambridge, MA",42.3776343,-71.1093881,PostGIS: Intersection kirkland st & trowbridge st
"100 Berkshire Pl, Cambridge, MA","100 Berkshire Pl, Cambridge, MA",42.36824182154669,-71.09136731099609,Nominatim match
"0 Berkeley Pl, Cambridge, MA","0 Berkeley Pl, Cambridge, MA",42.37814677566912,-71.12691125532709,Nominatim match
"Elm Street North & Miller Ave, Cambridge, MA","Elm Street & Miller Avenue, Cambridge, MA",42.3927792,-71.1202192,PostGIS: Intersection elm street & miller avenue
"0 Wellington Ln, Cambridge, MA","0 Wellington Ln, Cambridge, MA",42.371907410994176,-71.0944248079225,Nominatim match
"Cambridge Common & Garden St, Cambridge, MA","Cambridge Common & Garden St, Cambridge, MA",42.376786808594616,-71.12089758182125,PostGIS: Buffer intersection cambridge common & garden st
"Brookline St & Hamilton St, Cambridge, MA","Brookline St & Hamilton St, Cambridge, MA",42.3586352,-71.1067005,PostGIS: Intersection brookline st & hamilton st
"Pearl St & Tufts St, Cambridge, MA","Pearl St & Tufts St, Cambridge, MA",42.3570429,-71.1109026,PostGIS: Intersection pearl st & tufts st
"Green St & Brookline St, Cambridge, MA","Green St & Brookline St, Cambridge, MA",42.363418,-71.101932,PostGIS: Intersection green st & brookline st
"Hampshire St & Union St, Cambridge, MA","Hampshire St & Union St, Cambridge, MA",42.3693548,-71.0955074,PostGIS: Intersection hampshire st & union st
"0 Olive Pl, Cambridge, MA","0 Olive Pl, Cambridge, MA",42.394699039690906,-71.13338205016017,Nominatim match
"Houghton St & Springfield St, Cambridge, MA","Houghton St & Springfield St, Cambridge, MA",42.3752068,-71.1000208,PostGIS: Intersection houghton st & springfield st
"Richard Ave & Massachusetts Ave, Cambridge, MA","Richard Ave & Massachusetts Ave, Cambridge, MA",42.399979,-71.133717,PostGIS: Intersection richard ave & massachusetts ave
"Washington Ave & Lancaster St, Cambridge, MA","Washington Ave & Lancaster St, Cambridge, MA",42.385178,-71.123047,PostGIS: Intersection washington ave & lancaster st
"Mason St & Phillips Pl, Cambridge, MA","Mason St & Phillips Pl, Cambridge, MA",42.3762497,-71.1235554,PostGIS: Intersection mason st & phillips pl
"Danehy Park & Alewife Brook Pkwy, Cambridge, MA","Danehy Park & Alewife Brook Parkway, Cambridge, MA",42.38888185798971,-71.13629438163824,PostGIS: Buffer intersection danehy park & alewife brook parkway
"Malcolm Rd & Lakeview Ave, Cambridge, MA","Malcolm Road & Lakeview Avenue, Cambridge, MA",42.3815545,-71.140232,PostGIS: Intersection malcolm road & lakeview avenue
"Earhart St & North Point Blvd, Cambridge, MA","earhart & north point, ma",42.3708134,-71.0743496,PostGIS: False intersection earhart & north point
"Pemberton St & Fairfield St, Cambridge, MA","Pemberton St & Fairfield St, Cambridge, MA",42.3908108,-71.126456,PostGIS: Intersection pemberton st & fairfield st
"Cambridge St & Oak St, Cambridge, MA","Cambridge St & Oak St, Cambridge, MA",42.3735832,-71.0996684,PostGIS: Intersection cambridge st & oak st
"Fairfield St & Pemberton St, Cambridge, MA","Fairfield St & Pemberton St, Cambridge, MA",42.3908108,-71.126456,PostGIS: Intersection fairfield st & pemberton st
"0 Manassas Ave, Cambridge, MA","0 Manassas Ave, Cambridge, MA",42.38150399738621,-71.13077307519502,Nominatim match
"0 Longfellow Bridge, Cambridge, MA","0 Longfellow Bridge, Cambridge, MA",42.361613533904446,-71.07732766865847,Nominatim match
"Frost St & Roseland St, Cambridge, MA","Frost St & Roseland St, Cambridge, MA",42.3867294,-71.1173922,PostGIS: Intersection frost st & roseland st
"Third St & Thorndike St, Cambridge, MA","Third St & Thorndike St, Cambridge, MA",42.3696383,-71.0801705,PostGIS: Intersection third st & thorndike st
"Galileo Galilei Way & Main St, Cambridge, MA","Galileo Galilei Way & Main St, Cambridge, MA",42.3627194,-71.0899422,PostGIS: Intersection galileo galilei way & main st
"Second St & Gore St, Cambridge, MA","Second St & Gore St, Cambridge, MA",42.3715644,-71.0784386,PostGIS: Intersection second st & gore st
"0 Channing Cir, Cambridge, MA","0 Channing Cir, Cambridge, MA",42.37551975501669,-71.1352568854961,Nominatim match
"0 Berkshire Pl, Cambridge, MA","0 Berkshire Pl, Cambridge, MA",42.36824182154669,-71.09136731099609,Nominatim match
"Massachusetts Ave & Putnam Ave, Cambridge, MA","Massachusetts Ave & Putnam Ave, Cambridge, MA",42.37395485665331,-71.11884690703609,PostGIS: Intersection massachusetts ave & putnam ave
"Auburn St & Brookline St, Cambridge, MA","Auburn St & Brookline St, Cambridge, MA",42.362326,-71.10294,PostGIS: Intersection auburn st & brookline st
"Lincoln St & Lincoln St, Cambridge, MA","Lincoln St & Lincoln St, Cambridge, MA",42.3578016,-71.1284663,PostGIS: Intersection lincoln st & lincoln st
"Appleton St & Highland St, Cambridge, MA","Appleton St & Highland St, Cambridge, MA",42.379134,-71.133842,PostGIS: Intersection appleton st & highland st
"0 Avon Pl, Cambridge, MA","0 Avon Pl, Cambridge, MA",42.38433124632352,-71.1237230905171,Nominatim match
"0 Hazel St, Cambridge, MA","0 Hazel St, Cambridge, MA",42.38599011313511,-71.13454727473649,Nominatim match
"Cambridge St & Harding St, Cambridge, MA","Cambridge St & Harding St, Cambridge, MA",42.3724175,-71.0906605,PostGIS: Intersection cambridge st & harding st
"0 Coolidge Ave, Cambridge, MA","0 Coolidge Ave, Cambridge, MA",42.36979219490201,-71.14066590699709,Nominatim match
"200 Newtowne Ct, Cambridge, MA","200 Newtowne Ct, Cambridge, MA",42.36394275,-71.09497306638438,Nominatim match
"Pleasant St & Western Ave, Cambridge, MA","Pleasant St & Western Ave, Cambridge, MA",42.3650545,-71.1072166,PostGIS: Intersection pleasant st & western ave
"Main St & Broadway, Cambridge, MA","Main St & Broadway, Cambridge, MA",42.3948643,-71.0976336,PostGIS: Intersection main st & broadway
"0 Herbert St, Cambridge, MA","0 Herbert St, Cambridge, MA",42.38831843869448,-71.12367511248864,Nominatim match
"Western Ave & Memorial Dr, Cambridge, MA","Western Ave & Memorial Dr, Cambridge, MA",42.3643107,-71.1160673,PostGIS: Intersection western ave & memorial dr
"Willow St & Lincoln St, Cambridge, MA","Willow St & Lincoln St, Cambridge, MA",42.3706325,-71.0929137,PostGIS: Intersection willow st & lincoln st
"Massachusetts Ave & Linnaean St, Cambridge, MA","Massachusetts Ave & Linnaean St, Cambridge, MA",42.3848278,-71.1193365,PostGIS: Intersection massachusetts ave & linnaean st
"Brattle Sq & Brattle Sq, Cambridge, MA","Brattle Sq & Brattle Sq, Cambridge, MA",42.37296974602411,-71.12105485239039,PostGIS: Avg centroid of polygons brattle sq & brattle sq
"Channing St & Channing St, Cambridge, MA","Channing St & Channing St, Cambridge, MA",42.3749932,-71.1352839,PostGIS: False intersection channing st & channing st
"Cedar St & Rice St, Cambridge, MA","Cedar St & Rice St, Cambridge, MA",42.393601,-71.13081,PostGIS: Intersection cedar st & rice st
